matched_who_host,vector_species_analysis,vector_species_needs_review,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
Homo sapiens,Culex aureonotatus,FALSE,9606,,,,Culex aureonotatus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Culex bastagarius,FALSE,9606,,,,Culex bastagarius,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Culex bidens,FALSE,9606,,,,Culex bidens,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Culex bitaeniorhynchus,FALSE,9606,,,,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Pakistan; Singapore,,5
Homo sapiens,Culex cedecei,FALSE,9606,,,,Culex cedecei,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,United States; Unites States,,453
Homo sapiens,Culex cheesmanae,FALSE,9606,,,,Culex cheesmanae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex chidesteri,FALSE,9606,,,,Culex chidesteri,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Culex coronator,FALSE,9606,,,,Culex coronator,VectorMap,BloodMealMap,blood_meal,Brazil; Guatemala,,3
Homo sapiens,Culex declarator,FALSE,9606,,,,Culex declarator,VectorMap,BloodMealMap,blood_meal,Brazil; Trinidad & Tobago,,3
Homo sapiens,Culex dunni,FALSE,9606,,,,Culex dunni,VectorMap,BloodMealMap,blood_meal,Peru,,1
Homo sapiens,Culex erraticus,FALSE,9606,,,,Culex erraticus,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Homo sapiens,Culex fuscocephala,FALSE,9606,,,,Culex fuscocephala,VectorMap,BloodMealMap,blood_meal,India,,1
Homo sapiens,Culex gelidus,FALSE,9606,,,,Culex gelidus,VectorMap,BloodMealMap,blood_meal,India; Malaysia; Singapore,,6
Homo sapiens,Culex globocoxitus,FALSE,9606,,,,Culex globocoxitus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,2
Homo sapiens,Culex hilli,FALSE,9606,,,,Culex hilli,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Culex hortensis,FALSE,9606,,,,Culex hortensis,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
Homo sapiens,Culex infula,FALSE,9606,,,,Culex infula,VectorMap,BloodMealMap,blood_meal,India,,1
Homo sapiens,Culex insignis,FALSE,9606,,,,Culex insignis,VectorMap,BloodMealMap,blood_meal,Uganda,,2
Homo sapiens,Culex iolambdis,FALSE,9606,,,,Culex iolambdis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex lygrus,FALSE,9606,,,,Culex lygrus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Culex mimeticus,FALSE,9606,,,,Culex mimeticus,VectorMap,BloodMealMap,blood_meal,Iran; Japan,,2
Homo sapiens,Culex modestus,FALSE,9606,,,,Culex modestus,VectorMap,BloodMealMap,blood_meal,Russia; United Kingdom,,2
Homo sapiens,Culex molestus,FALSE,9606,,,,Culex molestus,VectorMap,BloodMealMap,blood_meal,Australia,,3
Homo sapiens,Culex neavei,FALSE,9606,,,,Culex neavei,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Culex nebulosus,FALSE,9606,,,,Culex nebulosus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Culex nigripalpus,FALSE,9606,,,,Culex nigripalpus,VectorMap,BloodMealMap,blood_meal,Brazil; Guatemala; Trinidad & Tobago,,4
Homo sapiens,Culex ocossa,FALSE,9606,,,,Culex ocossa,VectorMap,BloodMealMap,blood_meal,Peru,,1
Homo sapiens,Culex orbostiensis,FALSE,9606,,,,Culex orbostiensis,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Culex pedroi,FALSE,9606,,,,Culex pedroi,VectorMap,BloodMealMap,blood_meal,Trinidad & Tobago,,1
Homo sapiens,Culex perexiguus,FALSE,9606,,,,Culex perexiguus,VectorMap,BloodMealMap,blood_meal,Iran,,8
Homo sapiens,Culex pilosus,FALSE,9606,,,,Culex pilosus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex pipiens,FALSE,9606,,,,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Czechia; Egypt; Iran; Israel; Kenya; Russia; Serbia; Unites States,,42
Homo sapiens,Culex pipiens molestus,TRUE,9606,,,,Culex pipiens molestus,MapVEu,MapVEu,blood_meal,Australia,vector_infraspecific,2
Homo sapiens,Culex pleuristriatus,FALSE,9606,,,,Culex pleuristriatus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Culex poicilipes,FALSE,9606,,,,Culex poicilipes,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal; Uganda,,3
Homo sapiens,Culex pseudovishnui,FALSE,9606,,,,Culex pseudovishnui,VectorMap,BloodMealMap,blood_meal,India,,3
Homo sapiens,Culex pullus,FALSE,9606,,,,Culex pullus,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Culex pusillus,FALSE,9606,,,,Culex pusillus,VectorMap,BloodMealMap,blood_meal,Egypt,,1
Homo sapiens,Culex quinquefasciatus,FALSE,9606,,,,Culex quinquefasciatus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Brazil; Ecuador; Grenada; Guatemala; India; Iran; Japan; Kenya; Mexico; Nigeria; Pakistan; Singapore; Tanzania; Unites States,,81
Homo sapiens,Culex restuans,FALSE,9606,,,,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex ryukyensis,FALSE,9606,,,,Culex ryukyensis,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Culex salinarius,FALSE,9606,,,,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex saltanensis,FALSE,9606,,,,Culex saltanensis,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Culex shanahani,FALSE,9606,,,,Culex shanahani,VectorMap,BloodMealMap,blood_meal,Japan,,2
Homo sapiens,Culex sitiens,FALSE,9606,,,,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Australia; Iran; Singapore,,8
Homo sapiens,Culex steffani,FALSE,9606,,,,Culex steffani,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Culex stigmatosoma,FALSE,9606,,,,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex taeniopus,FALSE,9606,,,,Culex taeniopus,VectorMap,BloodMealMap,blood_meal,Guatemala,,1
Homo sapiens,Culex tarsalis,FALSE,9606,,,,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,8
Homo sapiens,Culex thalassius,FALSE,9606,,,,Culex thalassius,VectorMap,BloodMealMap,blood_meal,Senegal; The Gambia,,2
Homo sapiens,Culex theileri,FALSE,9606,,,,Culex theileri,VectorMap,BloodMealMap,blood_meal,ESP; Iran; South Africa,,5
Homo sapiens,Culex tritaeniorhynchus,FALSE,9606,,,,Culex tritaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Iran; Japan; Malaysia; Pakistan; Senegal; Singapore,,12
Homo sapiens,Culex univittatus,FALSE,9606,,,,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Egypt; Kenya; Senegal; Uganda,,10
Homo sapiens,Culex vansomereni,FALSE,9606,,,,Culex vansomereni,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Culex vishnui,FALSE,9606,,,,Culex vishnui,VectorMap,BloodMealMap,blood_meal,India; Singapore,,5
Homo sapiens,Culex wamanguae,FALSE,9606,,,,Culex wamanguae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culex whitmorei,FALSE,9606,,,,Culex whitmorei,VectorMap,BloodMealMap,blood_meal,India,,1
Homo sapiens,Culiseta annulata,FALSE,9606,,,,Culiseta annulata,MapVEu,MapVEu,blood_meal,United Kingdom,,187
Homo sapiens,Culiseta incidens,FALSE,9606,,,,Culiseta incidens,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Culiseta inornata,FALSE,9606,,,,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Deinocerites cancer,FALSE,9606,,,,Deinocerites cancer,VectorMap,BloodMealMap,blood_meal,Panama,,1
Homo sapiens,Deinocerites epitedeus,FALSE,9606,,,,Deinocerites epitedeus,VectorMap,BloodMealMap,blood_meal,Panama,,1
Homo sapiens,Dermacentor albipictus,FALSE,9606,,,,Dermacentor albipictus,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,10
Homo sapiens,Dermacentor andersoni,FALSE,9606,,,,Dermacentor andersoni,VectorMap,TickMap,on_host_occurrence,United States,,16
Homo sapiens,Dermacentor hunteri,FALSE,9606,,,,Dermacentor hunteri,VectorMap,TickMap,on_host_occurrence,United States of America,,10
Homo sapiens,Dermacentor marginatus,FALSE,9606,,,,Dermacentor marginatus,VectorMap,TickMap,on_host_occurrence,Turkey,,32
Homo sapiens,Dermacentor niveus,FALSE,9606,,,,Dermacentor niveus,VectorMap,TickMap,on_host_occurrence,Turkey,,21
Homo sapiens,Dermacentor occidentalis,FALSE,9606,,,,Dermacentor occidentalis,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Homo sapiens,Dermacentor variabilis,FALSE,9606,,,,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,5165
Homo sapiens,Echidnophaga gallinacea,FALSE,9606,,,,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,United States,,1
Homo sapiens,Haemagogus janthinomys,FALSE,9606,,,,Haemagogus janthinomys,VectorMap,BloodMealMap,blood_meal,Brazil,,10
Homo sapiens,Haemagogus leucocelaenus,FALSE,9606,,,,Haemagogus leucocelaenus,VectorMap,BloodMealMap,blood_meal,Brazil,,4
Homo sapiens,Haemaphysalis concinna,FALSE,9606,,,,Haemaphysalis concinna,VectorMap,TickMap,on_host_occurrence,Turkey,,17
Homo sapiens,Haemaphysalis erinacei,FALSE,9606,,,,Haemaphysalis erinacei,VectorMap,TickMap,on_host_occurrence,Turkey,,1
Homo sapiens,Haemaphysalis flava,FALSE,9606,,,,Haemaphysalis flava,VectorMap,TickMap,on_host_occurrence,South Korea,,4
Homo sapiens,Haemaphysalis leachi,FALSE,9606,,,,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Nigeria",,2
Homo sapiens,Haemaphysalis leporispalustris,FALSE,9606,,,,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,3
Homo sapiens,Haemaphysalis longicornis,FALSE,9606,,,,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Homo sapiens,Haemaphysalis paraleachi,FALSE,9606,,,,Haemaphysalis paraleachi,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Homo sapiens,Haemaphysalis parmata,FALSE,9606,,,,Haemaphysalis parmata,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
Homo sapiens,Haemaphysalis parva,FALSE,9606,,,,Haemaphysalis parva,VectorMap,TickMap,on_host_occurrence,Turkey,,19
Homo sapiens,Haemaphysalis punctata,FALSE,9606,,,,Haemaphysalis punctata,VectorMap,TickMap,on_host_occurrence,Turkey,,18
Homo sapiens,Haemaphysalis sulcata,FALSE,9606,,,,Haemaphysalis sulcata,VectorMap,TickMap,on_host_occurrence,Turkey,,2
Homo sapiens,Heizmannia kana,FALSE,9606,,,,Heizmannia kana,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Hodgesia cyptopus,FALSE,9606,,,,Hodgesia cyptopus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Hyalomma aegyptium,FALSE,9606,,,,Hyalomma aegyptium,VectorMap,TickMap,on_host_occurrence,Turkey,,25
Homo sapiens,Hyalomma anatolicum,FALSE,9606,,,,Hyalomma anatolicum,VectorMap,TickMap,on_host_occurrence,Turkey,,27
Homo sapiens,Hyalomma dromedarii,FALSE,9606,,,,Hyalomma dromedarii,VectorMap,TickMap,on_host_occurrence,Turkey,,13
Homo sapiens,Hyalomma excavatum,FALSE,9606,,,,Hyalomma excavatum,VectorMap,TickMap,on_host_occurrence,Turkey,,21
Homo sapiens,Hyalomma impeltatum,FALSE,9606,,,,Hyalomma impeltatum,VectorMap,TickMap,on_host_occurrence,Algeria,,1
Homo sapiens,Hyalomma impressum,FALSE,9606,,,,Hyalomma impressum,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Homo sapiens,Hyalomma isaaci,FALSE,9606,,,,Hyalomma isaaci,VectorMap,TickMap,on_host_occurrence,Turkey,,10
Homo sapiens,Hyalomma lusitanicum,FALSE,9606,,,,Hyalomma lusitanicum,VectorMap,TickMap,on_host_occurrence,Morocco,,2
Homo sapiens,Hyalomma marginatum,FALSE,9606,,,,Hyalomma marginatum,VectorMap,TickMap,on_host_occurrence,Turkey,,71
Homo sapiens,Hyalomma rufipes,FALSE,9606,,,,Hyalomma rufipes,VectorMap,TickMap,on_host_occurrence,Turkey,,6
Homo sapiens,Hyalomma scupense,FALSE,9606,,,,Hyalomma scupense,VectorMap,TickMap,on_host_occurrence,Morocco; Turkey,,55
Homo sapiens,Hyalomma truncatum,FALSE,9606,,,,Hyalomma truncatum,VectorMap,TickMap,on_host_occurrence,Nigeria,,2
Homo sapiens,Hyalomma turanicum,FALSE,9606,,,,Hyalomma turanicum,VectorMap,TickMap,on_host_occurrence,Turkey,,16
Homo sapiens,Ixodes affinis,FALSE,9606,,,,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,6
Homo sapiens,Ixodes cavipalpus,FALSE,9606,,,,Ixodes cavipalpus,VectorMap,TickMap,on_host_occurrence,Angola,,1
Homo sapiens,Ixodes cookei,FALSE,9606,,,,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,73
Homo sapiens,Ixodes cumulatimpunctatus,FALSE,9606,,,,Ixodes cumulatimpunctatus,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
Homo sapiens,Ixodes dentatus,FALSE,9606,,,,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States of America,,25
Homo sapiens,Ixodes hexagonus,FALSE,9606,,,,Ixodes hexagonus,VectorMap,TickMap,on_host_occurrence,Turkey,,1
Homo sapiens,Ixodes laguri,FALSE,9606,,,,Ixodes laguri,VectorMap,TickMap,on_host_occurrence,Turkey,,1
Homo sapiens,Ixodes marxi,FALSE,9606,,,,Ixodes marxi,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Homo sapiens,Ixodes muris,FALSE,9606,,,,Ixodes muris,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,25
Homo sapiens,Ixodes pacificus,FALSE,9606,,,,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,97
Homo sapiens,Ixodes rageaui,FALSE,9606,,,,Ixodes rageaui,VectorMap,TickMap,on_host_occurrence,Kenya,,1
Homo sapiens,Ixodes redikorzevi,FALSE,9606,,,,Ixodes redikorzevi,VectorMap,TickMap,on_host_occurrence,Turkey,,2
Homo sapiens,Ixodes ricinus,FALSE,9606,,,,Ixodes ricinus,VectorMap,TickMap,on_host_occurrence,Turkey,,4
Homo sapiens,Ixodes scapularis,FALSE,9606,,,,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,4737
Homo sapiens,Ixodes spinipalpis,FALSE,9606,,,,Ixodes spinipalpis,VectorMap,TickMap,on_host_occurrence,United States of America,,24
Homo sapiens,Ixodes texanus,FALSE,9606,,,,Ixodes texanus,VectorMap,TickMap,on_host_occurrence,United States of America,,3
Homo sapiens,Limatus durhamii,FALSE,9606,,,,Limatus durhamii,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Lutzia fuscana,FALSE,9606,,,,Lutzia fuscana,VectorMap,BloodMealMap,blood_meal,India,,1
Homo sapiens,Mansonia africana,FALSE,9606,,,,Mansonia africana,VectorMap,BloodMealMap,blood_meal,Kenya; Tanzania; Uganda,,12
Homo sapiens,Mansonia bonneae,FALSE,9606,,,,Mansonia bonneae,VectorMap,BloodMealMap,blood_meal,Malaysia,,1
Homo sapiens,Mansonia titillans,FALSE,9606,,,,Mansonia titillans,VectorMap,BloodMealMap,blood_meal,Brazil,,3
Homo sapiens,Mansonia uniformis,FALSE,9606,,,,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Australia; Kenya; Nigeria; Tanzania; Uganda,,10
Homo sapiens,Mimomyia mediolineata,FALSE,9606,,,,Mimomyia mediolineata,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Mimomyia splendens,FALSE,9606,,,,Mimomyia splendens,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Ochlerotatus camptorhynchus,FALSE,9606,,,,Ochlerotatus camptorhynchus,MapVEu,MapVEu,blood_meal,Australia,,5
Homo sapiens,Ochlerotatus detritus,FALSE,9606,,,,Ochlerotatus detritus,MapVEu,MapVEu,blood_meal,United Kingdom,,2
Homo sapiens,Ornithodoros coriaceus,FALSE,9606,,,,Ornithodoros coriaceus,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Homo sapiens,Ornithodoros hermsi,FALSE,9606,,,,Ornithodoros hermsi,VectorMap,TickMap,on_host_occurrence,United States,,6
Homo sapiens,Ornithodoros kelleyi,FALSE,9606,,,,Ornithodoros kelleyi,VectorMap,TickMap,on_host_occurrence,United States,,9
Homo sapiens,Ornithodoros moubata,FALSE,9606,,,,Ornithodoros moubata,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The; Kenya; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zimbabwe",,9
Homo sapiens,Ornithodoros parkeri,FALSE,9606,,,,Ornithodoros parkeri,VectorMap,TickMap,on_host_occurrence,United States,,1
Homo sapiens,Ornithodoros savignyi,FALSE,9606,,,,Ornithodoros savignyi,VectorMap,TickMap,on_host_occurrence,Namibia; Sudan,,3
Homo sapiens,Ornithodoros talaje,FALSE,9606,,,,Ornithodoros talaje,VectorMap,TickMap,on_host_occurrence,Guatemala; Mexico; Panama,,5
Homo sapiens,Oropsylla bruneri,FALSE,9606,,,,Oropsylla bruneri,VectorMap,FleaMap,on_host_occurrence,United States,,1
Homo sapiens,Otobius megnini,FALSE,9606,,,,Otobius megnini,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,5
Homo sapiens,Psorophora albigenu,FALSE,9606,,,,Psorophora albigenu,VectorMap,BloodMealMap,blood_meal,Brazil,,3
Homo sapiens,Psorophora albipes,FALSE,9606,,,,Psorophora albipes,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Psorophora ciliata,FALSE,9606,,,,Psorophora ciliata,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Psorophora cingulata,FALSE,9606,,,,Psorophora cingulata,VectorMap,BloodMealMap,blood_meal,Panama,,1
Homo sapiens,Psorophora columbiae,FALSE,9606,,,,Psorophora columbiae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Psorophora confinnis,FALSE,9606,,,,Psorophora confinnis,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Homo sapiens,Psorophora discolor,FALSE,9606,,,,Psorophora discolor,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Psorophora ferox,FALSE,9606,,,,Psorophora ferox,VectorMap,BloodMealMap,blood_meal,Brazil; Unites States,,8
Homo sapiens,Psorophora signipennis,FALSE,9606,,,,Psorophora signipennis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Psorophora toltecum,FALSE,9606,,,,Psorophora toltecum,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Rhipicentor bicornis,FALSE,9606,,,,Rhipicentor bicornis,VectorMap,TickMap,on_host_occurrence,Zambia,,1
Homo sapiens,Rhipicephalus annulatus,FALSE,9606,,,,Rhipicephalus annulatus,VectorMap,TickMap,on_host_occurrence,Turkey,,7
Homo sapiens,Rhipicephalus appendiculatus,FALSE,9606,,,,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Homo sapiens,Rhipicephalus bursa,FALSE,9606,,,,Rhipicephalus bursa,VectorMap,TickMap,on_host_occurrence,Turkey,,66
Homo sapiens,Rhipicephalus dux,FALSE,9606,,,,Rhipicephalus dux,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Homo sapiens,Rhipicephalus lunulatus,FALSE,9606,,,,Rhipicephalus lunulatus,VectorMap,TickMap,on_host_occurrence,Sierra Leone,,1
Homo sapiens,Rhipicephalus muhsamae,FALSE,9606,,,,Rhipicephalus muhsamae,VectorMap,TickMap,on_host_occurrence,Nigeria,,1
Homo sapiens,Rhipicephalus planus,FALSE,9606,,,,Rhipicephalus planus,VectorMap,TickMap,on_host_occurrence,"Tanzania, United Republic of",,1
Homo sapiens,Rhipicephalus pravus,FALSE,9606,,,,Rhipicephalus pravus,VectorMap,TickMap,on_host_occurrence,Sudan,,2
Homo sapiens,Rhipicephalus pulchellus,FALSE,9606,,,,Rhipicephalus pulchellus,VectorMap,TickMap,on_host_occurrence,Kenya,,3
Homo sapiens,Rhipicephalus sanguineus,FALSE,9606,,,,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,"Algeria; Burkina Faso; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Kenya; Senegal; Sierra Leone; Sudan; Turkey; United States; United States of America; Zimbabwe",,174
Homo sapiens,Rhipicephalus senegalensis,FALSE,9606,,,,Rhipicephalus senegalensis,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
Homo sapiens,Rhipicephalus simus,FALSE,9606,,,,Rhipicephalus simus,VectorMap,TickMap,on_host_occurrence,"Sudan; Tanzania, United Republic of",,3
Homo sapiens,Rhipicephalus sulcatus,FALSE,9606,,,,Rhipicephalus sulcatus,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Homo sapiens,Rhipicephalus tricuspis,FALSE,9606,,,,Rhipicephalus tricuspis,VectorMap,TickMap,on_host_occurrence,Botswana,,1
Homo sapiens,Rhipicephalus turanicus,FALSE,9606,,,,Rhipicephalus turanicus,VectorMap,TickMap,on_host_occurrence,Morocco; Turkey,,54
Homo sapiens,Runchomyia theobaldi,FALSE,9606,,,,Runchomyia theobaldi,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Sabethes albiprivus,FALSE,9606,,,,Sabethes albiprivus,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Sabethes chloropterus,FALSE,9606,,,,Sabethes chloropterus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Sabethes quasicyaneus,FALSE,9606,,,,Sabethes quasicyaneus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Trichoprosopon digitatum,FALSE,9606,,,,Trichoprosopon digitatum,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Uranotaenia mashonaensis,FALSE,9606,,,,Uranotaenia mashonaensis,VectorMap,BloodMealMap,blood_meal,Nigeria,,1
Homo sapiens,Uranotaenia sapphirina,FALSE,9606,,,,Uranotaenia sapphirina,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Verrallina atriisimilis,FALSE,9606,,,,Verrallina atriisimilis,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Verrallina carmenti,FALSE,9606,,,,Verrallina carmenti,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Verrallina funerea,FALSE,9606,,,,Verrallina funerea,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Verrallina iriomotensis,FALSE,9606,,,,Verrallina iriomotensis,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Wyeomyia davisi,FALSE,9606,,,,Wyeomyia davisi,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Wyeomyia deanei,FALSE,9606,,,,Wyeomyia deanei,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Wyeomyia forcipenis,FALSE,9606,,,,Wyeomyia forcipenis,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Wyeomyia theobaldi,FALSE,9606,,,,Wyeomyia theobaldi,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,funestus group,TRUE,9606,,,,funestus group,MapVEu,MapVEu,blood_meal,Burkina Faso,vector_group,2
Homo sapiens,gambiae species complex,TRUE,9606,,,,gambiae species complex,MapVEu,MapVEu,blood_meal,Burkina Faso; Central African Republic; Tanzania,vector_complex,18
Homo sapiens,no data,FALSE,9606,,,,no data,VectorMap,TickMap,on_host_occurrence,United States,,1
Hyaena hyaena,Haemaphysalis moreli,FALSE,95912,mammalia,carnivora,hyaenidae,Haemaphysalis moreli,VectorMap,TickMap,on_host_occurrence,Ethiopia; Uganda,,2
Hyaena hyaena,Rhipicephalus carnivoralis,FALSE,95912,mammalia,carnivora,hyaenidae,Rhipicephalus carnivoralis,VectorMap,TickMap,on_host_occurrence,Kenya,,1
